,date,confirmed_cases_cumulative,confirmed_cases,7dconfirmed_cases,inc,Face_Masks_Required_in_Public
383,2021-02-18,70971,154.0,188.42857142857142,-19.571428571428584,Yes
384,2021-02-19,71415,444.0,218.57142857142858,30.142857142857167,Yes
385,2021-02-20,71623,208.0,233.57142857142858,15.0,Yes
386,2021-02-21,71764,141.0,218.57142857142858,-15.0,Yes
387,2021-02-22,71856,92.0,211.42857142857142,-7.142857142857167,Yes
388,2021-02-23,72057,201.0,211.28571428571428,-0.1428571428571388,Yes
389,2021-02-24,72222,165.0,200.71428571428572,-10.571428571428555,Yes
390,2021-02-25,72437,215.0,209.42857142857142,8.714285714285694,Yes
391,2021-02-26,72656,219.0,177.28571428571428,-32.14285714285714,Yes
392,2021-02-27,72808,152.0,169.28571428571428,-8.0,Yes
393,2021-02-28,72989,181.0,175.0,5.714285714285722,Yes
394,2021-03-01,73095,106.0,177.0,2.0,Yes
395,2021-03-02,73250,155.0,170.42857142857142,-6.571428571428584,Yes
396,2021-03-03,73419,169.0,171.0,0.5714285714285836,Yes
397,2021-03-04,73540,121.0,157.57142857142858,-13.428571428571416,Yes
398,2021-03-05,73648,108.0,141.71428571428572,-15.857142857142861,Yes
399,2021-03-06,73813,165.0,143.57142857142858,1.8571428571428612,Yes
400,2021-03-07,73919,106.0,132.85714285714286,-10.714285714285722,Yes
401,2021-03-08,73982,63.0,126.71428571428571,-6.142857142857153,Yes
402,2021-03-09,74140,158.0,127.14285714285714,0.4285714285714306,Yes
403,2021-03-10,74284,144.0,123.57142857142857,-3.5714285714285694,Yes
404,2021-03-11,74456,172.0,130.85714285714286,7.285714285714292,Yes
405,2021-03-12,74629,173.0,140.14285714285714,9.285714285714278,Yes
406,2021-03-13,74731,102.0,131.14285714285714,-9.0,Yes
407,2021-03-14,74804,73.0,126.42857142857143,-4.714285714285708,Yes
408,2021-03-15,74891,87.0,129.85714285714286,3.4285714285714306,Yes
